time,theta1_actual,omega1_actual,theta2_actual,omega2_actual,theta1_predicted,omega1_predicted,theta2_predicted,omega2_predicted
0.0,-0.3490658503988659,0.0,0.6108652381980153,0.0,-0.3490658503988659,0.0,0.6108652381980153,0.0
0.03333333333333333,-0.3470914395992349,0.11855289786731552,0.6061564544040147,-0.28262787477840173,-0.3470914395992349,0.1185528978673155,0.6061564544040147,-0.28262787477840173
0.06666666666666667,-0.3411504791353763,0.23816617510681284,0.5920098556971164,-0.5664661361464356,-0.3411504791353763,0.23816617510681284,0.5920098556971164,-0.5664661361464356
0.1,-0.33119080892303043,0.35983208227960123,0.5683660632585551,-0.8526328825953661,-0.33119080892303043,0.35983208227960123,0.5683660632585551,-0.8526328825953661
0.13333333333333333,-0.31712959644704053,0.4843743144949399,0.5351320250482805,-1.1419890121866823,-0.31712959644704053,0.4843743144949399,0.5351320250482805,-1.1419890121866823
0.16666666666666666,-0.2988616455096864,0.6122746757991935,0.4921945687403441,-1.434806832148161,-0.2988616455096864,0.6122746757991935,0.4921945687403441,-1.434806832148161
0.2,-0.27627541611257306,0.7433654533698372,0.4394495492642531,-1.7301306625661355,-0.27627541611257306,0.7433654533698372,0.43944954926425317,-1.7301306625661355
0.23333333333333334,-0.24928265752817916,0.8763078162279825,0.3768600619369402,-2.0246400986702495,-0.24928265752817916,0.8763078162279825,0.3768600619369402,-2.0246400986702495
0.26666666666666666,-0.21786999200243753,1.0077918635605405,0.3045633249532722,-2.3108525409966445,-0.21786999200243753,1.0077918635605405,0.3045633249532722,-2.3108525409966445
0.3,-0.18218102225987107,1.1315455624156927,0.22304710674093475,-2.5748341847430627,-0.18218102225987107,1.1315455624156927,0.22304710674093473,-2.5748341847430627
0.3333333333333333,-0.14262812767305938,1.237692476622953,0.1333962461174376,-2.794616254264347,-0.14254874652962513,1.2367511886378175,0.13461985840049887,-2.801978771693913
0.36666666666666664,-0.10000328430183303,1.3137093641988196,0.037542544871770334,-2.9421671994467746,-0.09974455514032224,1.3144909254849622,0.04129402124694051,-2.962669198295502
0.4,-0.055511269479898116,1.3482195736902305,-0.061654690348635355,-2.991815667399228,-0.05498469665529857,1.3550518047385602,-0.05514647002029126,-3.0341241579849125
0.43333333333333335,-0.01063975769982205,1.3364700005566736,-0.160693947646348,-2.932618504485634,-0.009526370966422384,1.353263755965327,-0.1524752975431447,-3.0062389089878856
0.4666666666666667,0.03312179270233456,1.28310936836618,-0.256060176200281,-2.774729503736552,0.035418324017028976,1.3114656633734834,-0.24815092261159458,-2.8841215192611975
0.5,0.07456371007098352,1.1994339722236047,-0.3448577315052553,-2.5432724506225206,0.07876559277478092,1.2375698389859868,-0.3396608964203794,-2.684300250675203
0.5333333333333333,0.11288681399692707,1.0979051627865886,-0.4251059138429236,-2.266076110954287,0.11969297599625008,1.1413963264540037,-0.4249348109363395,-2.4274408021017155
0.5666666666666667,0.14766935603588777,0.9883256990617364,-0.495669536178519,-1.9652107531149963,0.1576715542124162,1.031759718996093,-0.5025103032347128,-2.1325323280351793
0.6,0.1787552911644986,0.876853525419809,-0.5560176011385087,-1.6549199683053166,0.19237670961463552,0.9152290847895195,-0.5713593118235172,-1.8142782290527772
0.6333333333333333,0.20614088785540358,0.7666318138976952,-0.6059822358094501,-1.3431183825732027,0.22357737155787888,0.7961554351664792,-0.6306512246239124,-1.4831165949336258
0.6666666666666666,0.22989089639882052,0.6587846881947689,-0.6455852898404495,-1.0336232703993156,0.2510751214751241,0.6771487801470264,-0.6796475828843045,-1.1463122427097319
0.7,0.2500855926952356,0.5532315559017893,-0.6749329482175235,-0.7279135434620567,0.2746939293101608,0.5595140225529581,-0.7177206145235971,-0.8088501122653655
0.7333333333333333,0.26679033163030735,0.44922750069184747,-0.6941578918222134,-0.4262372210597397,0.2942858832293677,0.443546077616052,-0.7444075506884207,-0.4737994354731553
0.7666666666666666,0.28003932874991744,0.3456900564281557,-0.7033895698294668,-0.12822358220866878,0.30972831956644903,0.3287269736360883,-0.7594311099746205,-0.14243004554762906
0.8,0.28982787123570775,0.2413898304929582,-0.7027392683224445,0.16681349370466048,0.3209084326710165,0.21387355484849088,-0.7626685924088715,0.18562619010919262
0.8333333333333334,0.2961094558810191,0.13506343273361515,-0.692292142381895,0.4597422935467479,0.3277002936689734,0.0972632240413411,-0.754068299717894,0.5120921518731631
0.8666666666666667,0.29879596247166607,0.025488080244514565,-0.672102191579464,0.7515571525430714,0.3299345900972279,-0.023224255947263885,-0.7335289402500685,0.8397097731065103
0.9,0.29776008224833767,-0.08845331481974306,-0.642188776817855,1.0433318578538964,0.32736680572576277,-0.1499140301180212,-0.7007883775770274,1.171851216724293
0.9333333333333333,0.2928401338948257,-0.20768897252910098,-0.6025354047660418,1.3361186662432738,0.31966555315906076,-0.28500801468507203,-0.65539169769725,1.51190727651997
0.9666666666666667,0.2838484318051591,-0.33282106306178444,-0.5530938820777525,1.6307105682682554,0.30644537149662504,-0.43003702509968417,-0.596794040854711,1.8621968906011703
1.0,0.27058585038130134,-0.4638799646169536,-0.49380033410889046,1.9271413673083717,0.28735031149317664,-0.5850434490396611,-0.5245869034143693,2.2222413144928344
1.0333333333333332,0.25286747278355515,-0.599889379967698,-0.4246147821792243,2.2237353142399603,0.2621735419921686,-0.7474812463169282,-0.4387810665454292,2.5864048182993318
1.0666666666666667,0.2305672117961564,-0.7381491233487673,-0.3456030992755581,2.5154796712382774,0.23099134823062592,-0.9108644482228554,-0.340074482606617,2.9409227161004616
1.1,0.2036915430272529,-0.873219666860882,-0.2570860671055892,2.791650723680975,0.19429059972838408,-1.0635079941582082,-0.23005865752809204,3.260996878501122
1.1333333333333333,0.17248843759592591,-0.9959289947797096,-0.15987250988757123,3.033368091807268,0.153026120197122,-1.1886665032494856,-0.11123623438503007,3.5109054579445496
1.1666666666666667,0.13757548753455048,-1.0934681494210388,-0.05554505673193938,3.2134572050563963,0.10853492904121467,-1.268227970110471,0.013271561329571014,3.65200136339957
1.2,0.10002319213943224,-1.1522394762135864,0.053341851025417816,3.3024479847284094,0.062391267171257696,-1.290087749269553,0.14001788714329275,3.6586745815944206
1.2333333333333334,0.06128972109107044,-1.1636512518596789,0.1633861231214371,3.2813349893925015,0.016316071977449498,-1.2544080338853862,0.26522445663903577,3.5315146253336867
1.2666666666666666,0.022961557594237215,-1.1290284093497553,0.2708938151703113,3.1525995590972458,-0.028023979832508268,-1.1731636495021909,0.38505953960378786,3.295957115566188
