Epoch,Total Loss,Physical Loss,Data Loss,Test Error Mean,Test Error Loss Function,Test Error Loss Function MSE
41,0.023713968694210052,0.10946273803710938,0.010799333453178406,0.05309204359734242,0.05309204012155533,0.003980040550231934
42,0.01814918778836727,0.09428787231445312,0.006982527673244476,0.05012953927475076,0.05012953281402588,0.0035494882613420486
43,0.01195848360657692,0.019680023193359375,0.009618900716304779,0.07188183725451033,0.07188183069229126,0.0057585714384913445
44,0.023829076439142227,0.10737991333007812,0.011015359312295914,0.07917668426919917,0.07917669415473938,0.006473819725215435
45,0.004290598910301924,0.0043792724609375,0.003766048699617386,0.07769561938643323,0.07769562304019928,0.0068706306628882885
46,0.006966448854655027,0.01263427734375,0.0054474323987960815,0.0524415085815023,0.05244150385260582,0.003389168530702591
47,0.03323975205421448,0.17734909057617188,0.01183738186955452,0.07615422804790094,0.07615421712398529,0.005998233333230019
48,0.025465380400419235,0.12187957763671875,0.010702244937419891,0.07857754534180933,0.07857754081487656,0.008429177105426788
49,0.021159496158361435,0.093170166015625,0.00983201339840889,0.08917274815262773,0.08917275071144104,0.008161557838320732
50,0.005142366513609886,0.012714385986328125,0.003590855747461319,0.06924947926881284,0.06924948841333389,0.00519051868468523
51,0.019208576530218124,0.1045379638671875,0.0064050257205963135,0.048936717920481425,0.048936713486909866,0.002895277226343751
52,0.006772608030587435,0.00518798828125,0.006134863942861557,0.0839608827936704,0.0839608907699585,0.0072384788654744625
53,0.01877002976834774,0.08616256713867188,0.00813958328217268,0.09553649788924312,0.0955364927649498,0.009193587116897106
54,0.010415948927402496,0.027889251708984375,0.006962529383599758,0.051651438934850503,0.05165144428610802,0.0033427546732127666
55,0.009643537923693657,0.02196502685546875,0.006913818418979645,0.07565116503181944,0.07565116137266159,0.005900878459215164
56,0.008246239274740219,0.02105712890625,0.0056198835372924805,0.04327456298014504,0.04327456280589104,0.0032955631613731384
57,0.022882938385009766,0.10048294067382812,0.010305004194378853,0.050011984817013355,0.050011977553367615,0.0036023398861289024
58,0.01856250688433647,0.08890914916992188,0.007393350824713707,0.04659163343752094,0.04659163951873779,0.003155370242893696
59,0.01771777868270874,0.074981689453125,0.008264541625976562,0.05813036935395162,0.05813036113977432,0.0045527247712016106
60,0.0294050220400095,0.11803817749023438,0.014470420777797699,0.04083350936326801,0.040833499282598495,0.002479864051565528
61,0.04685195907950401,0.2606163024902344,0.01376071572303772,0.05196235341297593,0.05196235701441765,0.0034470194950699806
62,0.02026522159576416,0.09130859375,0.008630447089672089,0.06829459139605075,0.06829459220170975,0.004911740310490131
63,0.012785116210579872,0.05442047119140625,0.005826255306601524,0.061008373439822815,0.06100836396217346,0.003927403129637241
64,0.009964476339519024,0.050518035888671875,0.003481917083263397,0.04100993823013922,0.04100993648171425,0.0022979869972914457
65,0.013212233781814575,0.050266265869140625,0.006739385426044464,0.08203467285036044,0.08203466981649399,0.007128354161977768
66,0.009439706802368164,0.026897430419921875,0.005963999778032303,0.06498363506519589,0.06498364359140396,0.004493491258472204
67,0.009809531271457672,0.010852813720703125,0.008402243256568909,0.07071159705048752,0.07071160525083542,0.005870049819350243
68,0.02496909908950329,0.12636566162109375,0.008526414632797241,0.08746468922182839,0.08746469020843506,0.007800454739481211
69,0.03325537592172623,0.146392822265625,0.014140947721898556,0.04776568730010952,0.04776567220687866,0.0033596628345549107
70,0.022578246891498566,0.090240478515625,0.010755030438303947,0.08524300016036426,0.08524300158023834,0.007458878681063652
71,0.006846745498478413,0.019687652587890625,0.004258438944816589,0.08065668094136219,0.08065667748451233,0.00658786715939641
72,0.020143326371908188,0.07983779907226562,0.009611277841031551,0.04953562723432297,0.04953563213348389,0.0036982111632823944
73,0.02858273684978485,0.10071945190429688,0.015250742435455322,0.03903857927212091,0.03903858736157417,0.002331880619749427
74,0.01758114993572235,0.09244537353515625,0.00530281662940979,0.07326498534639794,0.07326498627662659,0.006431491579860449
75,0.013398583047091961,0.056430816650390625,0.005878232419490814,0.0475272746323787,0.04752726852893829,0.0028303288854658604
76,0.016480525955557823,0.06943130493164062,0.007196430116891861,0.037430769237293646,0.037430763244628906,0.001851024804636836
77,0.012057779356837273,0.045074462890625,0.006010325625538826,0.08656762692772667,0.08656761050224304,0.007588330656290054
78,0.022235315293073654,0.10062789916992188,0.00868925079703331,0.0626534132111308,0.06265342235565186,0.004530585836619139
79,0.009798413142561913,0.028545379638671875,0.005942933261394501,0.04660762955013903,0.04660762846469879,0.0034382720477879047
80,0.006301850080490112,0.02001190185546875,0.003589947707951069,0.04721048875538297,0.04721048101782799,0.00384787330403924
81,0.0124027319252491,0.02748870849609375,0.008665256202220917,0.08098223663789234,0.08098224550485611,0.006656287238001823
82,0.0059510404244065285,0.004489898681640625,0.005338557064533234,0.07896687273799023,0.07896687090396881,0.006370231509208679
83,0.02561560645699501,0.12030792236328125,0.009149886667728424,0.08991700649458033,0.08991701155900955,0.008111410774290562
84,0.005855442490428686,0.0129547119140625,0.004076596349477768,0.04359366193432985,0.043593671172857285,0.003149306168779731
85,0.00882192887365818,0.015781402587890625,0.006647847592830658,0.06730102732708126,0.06730102747678757,0.007484897039830685
86,0.01296556182205677,0.052272796630859375,0.0057408446446061134,0.0634532644008308,0.06345327198505402,0.005156423896551132
87,0.011968923732638359,0.036991119384765625,0.006839685142040253,0.07009508892971805,0.07009509205818176,0.005157775245606899
88,0.006944708991795778,0.004039764404296875,0.006382733583450317,0.06969526595453042,0.06969526410102844,0.005218441132456064
89,0.01735824905335903,0.08748626708984375,0.005148626863956451,0.06627252170182465,0.06627251207828522,0.008126836270093918
90,0.015780989080667496,0.055034637451171875,0.008075589314103127,0.08878012369938151,0.08878012746572495,0.007962004281580448
91,0.008568285964429379,0.0353546142578125,0.0036023929715156555,0.09228159898788069,0.09228160232305527,0.008827789686620235
92,0.006416007876396179,0.021617889404296875,0.0033698510378599167,0.08833259376514806,0.08833259344100952,0.008179552853107452
93,0.00931949820369482,0.036579132080078125,0.004148721694946289,0.07082200334046881,0.07082200050354004,0.005400518886744976
94,0.012571283616125584,0.001285552978515625,0.012388981878757477,0.07190675273989301,0.07190675288438797,0.005457201041281223
95,0.006736304610967636,0.014556884765625,0.0046654753386974335,0.058705621666257604,0.05870561674237251,0.004179378971457481
96,0.005539228208363056,0.016880035400390625,0.0031303241848945618,0.08088560213040046,0.08088558912277222,0.006815571337938309
97,0.008420659229159355,0.02951812744140625,0.004194937646389008,0.06584245600699662,0.06584245711565018,0.004578603897243738
98,0.012107291258871555,0.054981231689453125,0.004211634397506714,0.08682285950345794,0.08682285249233246,0.007810759358108044
99,0.008178843185305595,0.01178741455078125,0.00648079626262188,0.06310123797173225,0.06310123950242996,0.004402702674269676
100,0.009803266264498234,0.0232086181640625,0.006449493113905191,0.0842010427780249,0.08420106023550034,0.007251702714711428
101,0.013093503192067146,0.04300689697265625,0.006859436631202698,0.08334710944240141,0.08334711939096451,0.006997923366725445
102,0.024006761610507965,0.10038375854492188,0.009410501457750797,0.081136787430549,0.0811368003487587,0.007697214838117361
103,0.015220153145492077,0.0594482421875,0.006549380719661713,0.07036907975756729,0.07036907225847244,0.00496930256485939
104,0.018436621874570847,0.07313919067382812,0.007736086845397949,0.07217329348852485,0.07217329740524292,0.008238484151661396
105,0.04858144372701645,0.23602294921875,0.013944309204816818,0.07793122241120233,0.07793121784925461,0.006392597686499357
106,0.020510578528046608,0.09155654907226562,0.007033199071884155,0.056313273658283196,0.056313276290893555,0.003696114756166935
107,0.017626043409109116,0.07632827758789062,0.006355993449687958,0.0873996197708396,0.08739961683750153,0.008013269864022732
108,0.006351757328957319,0.0097808837890625,0.004903189837932587,0.04535957726816352,0.045359574258327484,0.003128594718873501
109,0.018419453874230385,0.0821075439453125,0.0062222592532634735,0.07999026443001303,0.07999026030302048,0.006583499256521463
110,0.008462288416922092,0.0230865478515625,0.00502236932516098,0.08567620780074373,0.08567620068788528,0.007449573837220669
111,0.0064479815773665905,0.005298614501953125,0.005656100809574127,0.08471655708527301,0.0847165510058403,0.007191567216068506
112,0.01507594808936119,0.041500091552734375,0.008855080232024193,0.07611503054338052,0.07611501961946487,0.006050431169569492
113,0.011351533234119415,0.033634185791015625,0.006294645369052887,0.05053327444493003,0.05053327977657318,0.0036287526600062847
114,0.020938944071531296,0.09777069091796875,0.006195202469825745,0.07736589078758524,0.07736588269472122,0.007855980657041073
115,0.008590532466769218,0.036899566650390625,0.0030095186084508896,0.06789174239760529,0.06789173930883408,0.0051948134787380695
116,0.00583169050514698,0.014270782470703125,0.003666836768388748,0.07528437471537351,0.07528437674045563,0.005779647268354893
117,0.016692206263542175,0.06900787353515625,0.006192806176841259,0.049887901309451546,0.049887899309396744,0.0038622822612524033
118,0.00685733649879694,0.010883331298828125,0.005196568556129932,0.07068052695856465,0.07068052142858505,0.0056214481592178345
119,0.019046597182750702,0.0692901611328125,0.008441949263215065,0.05712212310665191,0.057122133672237396,0.004811141639947891
120,0.004665113054215908,0.017520904541015625,0.001975715160369873,0.051335413466756,0.051335409283638,0.004087114706635475
121,0.02467665821313858,0.10703659057617188,0.008198797702789307,0.09222960266009868,0.09222961962223053,0.008965441025793552
122,0.0050634704530239105,0.012714385986328125,0.0031004250049591064,0.0844914274827115,0.08449143171310425,0.008081414736807346
123,0.006764918565750122,0.02104949951171875,0.003505505621433258,0.07516549373297118,0.07516549527645111,0.00593221141025424
124,0.004284117370843887,0.0064849853515625,0.003277033567428589,0.08557963360931495,0.08557962626218796,0.00851976778358221
125,0.008327292278409004,0.0284576416015625,0.003895178437232971,0.08068062544228885,0.08068063110113144,0.007074429653584957
126,0.007511149160563946,0.030284881591796875,0.0027808386366814375,0.08321405865612629,0.08321405947208405,0.007091914303600788
127,0.014605247415602207,0.061920166015625,0.004905864596366882,0.05193422024835423,0.051934223622083664,0.0037257347721606493
128,0.01648208685219288,0.07020187377929688,0.005453869700431824,0.07236690348573732,0.07236690819263458,0.005801636725664139
129,0.008792728185653687,0.029285430908203125,0.004179030191153288,0.058317057194857885,0.058317042887210846,0.0036496135871857405
130,0.003901682561263442,0.001659393310546875,0.00363951176404953,0.06968795064517681,0.06968794763088226,0.0054223500192165375
131,0.012306530959904194,0.043422698974609375,0.005426570773124695,0.07029968808604176,0.07029969245195389,0.005025514867156744
132,0.004708794876933098,0.013523101806640625,0.0025600939989089966,0.08234198905697519,0.0823419839143753,0.006803150754421949
133,0.010143941268324852,0.043331146240234375,0.0032395273447036743,0.07048837903326065,0.07048838585615158,0.007887197658419609
134,0.008877241984009743,0.03874969482421875,0.0026854202151298523,0.07859061181148691,0.07859061658382416,0.006289074197411537
135,0.006960107479244471,0.01222991943359375,0.005000388249754906,0.03773419882797451,0.03773421049118042,0.00276058167219162
136,0.011210370808839798,0.04427337646484375,0.00409611314535141,0.09470019839078667,0.09470020234584808,0.00920419953763485
137,0.0070908633060753345,0.025951385498046875,0.0029090866446495056,0.08176975721146947,0.08176975697278976,0.006817862391471863
138,0.008472636342048645,0.02384185791015625,0.004620067775249481,0.0817595171582753,0.0817595049738884,0.006848693825304508
139,0.01052371971309185,0.04085540771484375,0.0039035924710333347,0.08951924196942092,0.08951924741268158,0.008407491259276867
140,0.0070695276372134686,0.00152587890625,0.006821591407060623,0.06608144596288291,0.0660814493894577,0.005041103810071945
141,0.017876097932457924,0.05728912353515625,0.008541576564311981,0.07327488719412015,0.0732748880982399,0.006128472276031971
142,0.012345736846327782,0.041919708251953125,0.005496617406606674,0.08864912382307832,0.08864913135766983,0.008090942166745663
143,0.007216785103082657,0.018154144287109375,0.0042424798011779785,0.09404221141449737,0.09404219686985016,0.008932709693908691
144,0.014032969251275063,0.033100128173828125,0.008595090359449387,0.06642027454244163,0.06642027944326401,0.004891303367912769
145,0.018952786922454834,0.06580352783203125,0.008112626150250435,0.08569918765600762,0.0856991782784462,0.007463699206709862
146,0.00787832960486412,0.024806976318359375,0.0037805940955877304,0.076041581038259,0.07604158669710159,0.006306875497102737
147,0.0200879517942667,0.07080459594726562,0.008360277861356735,0.05276787593559394,0.052767883986234665,0.0033897352404892445
148,0.010869413614273071,0.024593353271484375,0.006784852594137192,0.08993554483719127,0.0899355486035347,0.008274325169622898
149,0.01118873618543148,0.00846099853515625,0.009779696352779865,0.09067114781193553,0.09067115187644958,0.00855290237814188
150,0.011035280302166939,0.03717803955078125,0.00482717901468277,0.07643591650495617,0.07643593102693558,0.005954474210739136
151,0.022151870653033257,0.09288787841796875,0.006599415093660355,0.07976228602153262,0.0797622948884964,0.00641558226197958
152,0.01880108378827572,0.07465744018554688,0.006267434451729059,0.07223177686785322,0.07223177701234818,0.005366920027881861
153,0.013070940040051937,0.049560546875,0.004728330299258232,0.0845024793060641,0.08450248092412949,0.007325213402509689
154,0.009268178604543209,0.028759002685546875,0.00441419892013073,0.07374201490197564,0.07374202460050583,0.007626918610185385
155,0.012840177863836288,0.044391632080078125,0.005327748134732246,0.08894728734057822,0.08894728869199753,0.007990899495780468
156,0.017253898084163666,0.0640411376953125,0.006387379020452499,0.07645394508651897,0.07645393908023834,0.007640557363629341
157,0.0029895645566284657,0.001739501953125,0.0026936233043670654,0.06658937021678404,0.0665893629193306,0.007228586357086897
158,0.021109391003847122,0.08838653564453125,0.006032466888427734,0.044047144246054055,0.044047143310308456,0.0033966077025979757
159,0.012270232662558556,0.04156494140625,0.005161423236131668,0.047406459180915725,0.04740644991397858,0.0035773818381130695
160,0.007792231626808643,0.0274810791015625,0.003079816699028015,0.08892002753938143,0.08892002701759338,0.008257434703409672
161,0.009011517278850079,0.016201019287109375,0.006226107478141785,0.08423125474594385,0.08423124998807907,0.007387680932879448
162,0.006837167777121067,0.021251678466796875,0.0031738542020320892,0.09550435622013675,0.09550435841083527,0.009216677397489548
163,0.023089207708835602,0.0827178955078125,0.008793309330940247,0.05860283856725306,0.05860283225774765,0.003846867475658655
164,0.0038718709256500006,0.003604888916015625,0.003247227519750595,0.09048523490354851,0.09048524498939514,0.008243123069405556
165,0.010773270390927792,0.005207061767578125,0.009868666529655457,0.07299459260141253,0.07299458980560303,0.005959457717835903
166,0.006792670115828514,0.019107818603515625,0.0034645497798919678,0.09007477323885658,0.09007478505373001,0.008201636373996735
167,0.008671795018017292,0.035938262939453125,0.0023960620164871216,0.04340024866674336,0.04340024292469025,0.0029257747810333967
168,0.016846690326929092,0.06807327270507812,0.004928767681121826,0.04597999685040735,0.04597999528050423,0.00330900470726192
169,0.012055200524628162,0.04869842529296875,0.0035074353218078613,0.05783290490769531,0.057832907885313034,0.004551165737211704
170,0.009133048355579376,0.010784149169921875,0.007235318422317505,0.08432807725557427,0.08432808518409729,0.007158201187849045
171,0.009515279904007912,0.019153594970703125,0.0061361342668533325,0.07575751615904236,0.07575751841068268,0.006639769766479731
172,0.006904435344040394,0.025836944580078125,0.0023345742374658585,0.05117571614944126,0.05117572098970413,0.003720460459589958
173,0.01246714498847723,0.03156280517578125,0.006870344281196594,0.08437161614238926,0.08437162637710571,0.007202046923339367
174,0.001870553707703948,0.001323699951171875,0.0016352366656064987,0.08835644814832679,0.08835645020008087,0.008041976019740105
175,0.0329318568110466,0.11241912841796875,0.012896319851279259,0.07020488665736928,0.07020488381385803,0.005454092286527157
176,0.008034281432628632,0.015392303466796875,0.0052841175347566605,0.05899353263509621,0.05899353325366974,0.0037913222331553698
177,0.004424583166837692,0.003177642822265625,0.003855401184409857,0.07729231980265736,0.07729232311248779,0.006117700599133968
178,0.010124746710062027,0.04172515869140625,0.00263214111328125,0.04380021339287944,0.043800223618745804,0.003251841524615884
179,0.0052382973954081535,0.015987396240234375,0.0023602470755577087,0.06802643345462349,0.06802643835544586,0.005005853250622749
180,0.009545361623167992,0.007534027099609375,0.008185699582099915,0.05418003130750008,0.05418003350496292,0.0033619203604757786
181,0.006616496946662664,0.022064208984375,0.0026246607303619385,0.08261511339705863,0.08261511474847794,0.007036248221993446
182,0.009120723232626915,0.032276153564453125,0.0032668407075107098,0.08994842064799287,0.08994842320680618,0.008274140767753124
183,0.010726266540586948,0.03874969482421875,0.0036808671429753304,0.07052254423660284,0.07052253931760788,0.005553566850721836
184,0.01358068361878395,0.03995513916015625,0.00629815086722374,0.0871072943765573,0.08710729330778122,0.007723432499915361
185,0.014849058352410793,0.051242828369140625,0.005486108362674713,0.06407054607862808,0.06407053768634796,0.004627105314284563
186,0.006388006266206503,0.02223968505859375,0.002314433455467224,0.07702611929325819,0.0770261213183403,0.005995850544422865
187,0.019124846905469894,0.07717514038085938,0.004954226315021515,0.053093157689274945,0.05309315025806427,0.004109591711312532
188,0.007501589134335518,0.01905059814453125,0.00399502320215106,0.06691623166281513,0.06691623479127884,0.004778271075338125
189,0.0023402683436870575,6.866455078125e-05,0.0023275986313819885,0.08806796141138727,0.08806795626878738,0.00778254633769393
190,0.010760901495814323,0.034320831298828125,0.004412747919559479,0.049133840898662705,0.04913385212421417,0.003518185578286648
191,0.019610784947872162,0.07130813598632812,0.006389215588569641,0.05237134672299991,0.05237135291099548,0.003628402715548873
192,0.015676431357860565,0.0640411376953125,0.0037734806537628174,0.052647981727515565,0.05264798924326897,0.0032015398610383272
193,0.0028515728190541267,0.000598907470703125,0.0027399882674217224,0.04688323338053524,0.046883225440979004,0.0033360172528773546
194,0.0038270128425210714,0.000698089599609375,0.003696635365486145,0.06846496353149106,0.06846495717763901,0.004958958365023136
195,0.02145737037062645,0.06985855102539062,0.008378956466913223,0.06230760427953424,0.062307603657245636,0.004286451265215874
196,0.0098115224391222,0.035488128662109375,0.003151737153530121,0.08492843715919388,0.08492843061685562,0.0073065911419689655
197,0.011141957715153694,0.027740478515625,0.005923643708229065,0.0903727364039084,0.09037274122238159,0.00906386785209179
198,0.0037376205436885357,0.0094757080078125,0.001950867474079132,0.06391611109104978,0.06391610950231552,0.007615223526954651
199,0.010911903344094753,0.037021636962890625,0.00391440698876977,0.07108394609556569,0.07108394056558609,0.0054918499663472176
200,0.013977820053696632,0.029804229736328125,0.008331093937158585,0.08939043741102913,0.08939044922590256,0.008187035098671913
201,0.007196918595582247,0.023529052734375,0.0027285143733024597,0.06555104695123992,0.06555105000734329,0.00826824177056551
202,0.005274470429867506,0.009899139404296875,0.003390073776245117,0.07252133102318709,0.07252131402492523,0.006296226289123297
203,0.012651396915316582,0.035854339599609375,0.005810059607028961,0.0890925087499086,0.08909250795841217,0.00823921523988247
204,0.00318317161872983,0.00858306884765625,0.0015415847301483154,0.06468871383191667,0.06468870490789413,0.004465751349925995
205,0.009974397718906403,0.033473968505859375,0.003557160496711731,0.042479936202283054,0.04247993230819702,0.0034612957388162613
206,0.010376198217272758,0.025257110595703125,0.0055228471755981445,0.09377888249982251,0.09377887845039368,0.009079178795218468
207,0.016468841582536697,0.06520843505859375,0.003909214399755001,0.06513462647873691,0.06513462960720062,0.004670699127018452
208,0.007606249302625656,0.020145416259765625,0.0037170369178056717,0.06741686695044685,0.06741686165332794,0.005038806237280369
209,0.005643574055284262,0.003986358642578125,0.004872187972068787,0.08444187114836597,0.08444187045097351,0.007316636852920055
210,0.005959063768386841,0.013698577880859375,0.003302142024040222,0.046212912819047665,0.04621291160583496,0.0030964487232267857
211,0.014398044906556606,0.048328399658203125,0.0050027333199977875,0.09125481071969935,0.0912548154592514,0.008869346231222153
212,0.010648366995155811,0.029247283935546875,0.004949383437633514,0.05726556511184343,0.05726556479930878,0.003823937149718404
213,0.008279277011752129,0.01647186279296875,0.0050622448325157166,0.04936769220731875,0.04936768859624863,0.0034608072601258755
214,0.021396441385149956,0.07280349731445312,0.007144847884774208,0.09897387450256975,0.09897388517856598,0.010705316439270973
215,0.014022905379533768,0.048404693603515625,0.004525721073150635,0.09887135905873105,0.09887136518955231,0.00991083774715662
216,0.00900515727698803,0.0270538330078125,0.0036849305033683777,0.08625974713777496,0.08625973761081696,0.00806335173547268
217,0.01243412122130394,0.046142578125,0.0033392850309610367,0.049175694561531126,0.0491756945848465,0.0031989719718694687
218,0.026174072176218033,0.10080337524414062,0.006260119378566742,0.08525039500493183,0.08525040745735168,0.007375284098088741
219,0.013295762240886688,0.035449981689453125,0.00627659447491169,0.07881217969797516,0.07881218194961548,0.007518530357629061
220,0.0031057121232151985,0.001178741455078125,0.002871789038181305,0.09077347769789477,0.09077346324920654,0.008482971228659153
221,0.002053807722404599,0.00353240966796875,0.0013512074947357178,0.07092170012617785,0.07092170417308807,0.007035091985017061
222,0.01769893988966942,0.059062957763671875,0.005924701690673828,0.06519453264104128,0.06519453972578049,0.00454615568742156
223,0.009207733906805515,0.03524017333984375,0.002166740596294403,0.04847515949252395,0.04847516119480133,0.0035913530737161636
224,0.013749259524047375,0.04622650146484375,0.004492414183914661,0.07430824921612247,0.07430825382471085,0.005872840527445078
225,0.014824675396084785,0.049816131591796875,0.0048266127705574036,0.059975663809190796,0.05997566133737564,0.004343333188444376
226,0.015101849101483822,0.047199249267578125,0.00560777448117733,0.07594015653557488,0.07594013959169388,0.005943012423813343
227,0.007759899832308292,0.008701324462890625,0.006005726754665375,0.04422111904717385,0.04422111064195633,0.0031717573292553425
228,0.010719787329435349,0.0399322509765625,0.0026515573263168335,0.06908996045725554,0.06908996403217316,0.007308201398700476
229,0.007938658818602562,0.015041351318359375,0.004892822355031967,0.0862829029687565,0.08628290146589279,0.007730608340352774
230,0.0031514668371528387,0.007537841796875,0.0016216840595006943,0.047366901491151886,0.047366898506879807,0.0035831057466566563
231,0.01756204664707184,0.05999755859375,0.005358748137950897,0.06226601480420617,0.062266018241643906,0.007228015922009945
232,0.023090889677405357,0.09040451049804688,0.004662277176976204,0.08810344141687741,0.08810343593358994,0.008761728182435036
233,0.006956164259463549,0.023162841796875,0.0022240951657295227,0.06088049553403942,0.060880500823259354,0.00487477844581008
234,0.011467337608337402,0.04361724853515625,0.0025369133800268173,0.08908901672078068,0.08908902108669281,0.008061433210968971
235,0.011530301533639431,0.03624725341796875,0.0040925536304712296,0.08271973512294917,0.08271973580121994,0.007457284722477198
236,0.015951303765177727,0.055919647216796875,0.004451744258403778,0.06948432627746289,0.06948432326316833,0.0052534956485033035
237,0.005929049104452133,0.01035308837890625,0.003795340657234192,0.05411219740318487,0.05411219224333763,0.0039300816133618355
238,0.006062147207558155,0.013004302978515625,0.003376193344593048,0.06699314766952422,0.06699314713478088,0.004945151507854462
239,0.018888304010033607,0.0699005126953125,0.004419386386871338,0.09056739817572529,0.09056740254163742,0.008255061693489552
240,0.009198689833283424,0.031269073486328125,0.002712152898311615,0.058881128685914774,0.05888111889362335,0.004089757800102234
241,0.0022795049007982016,0.002445220947265625,0.0017711627297103405,0.07528212893471042,0.07528213411569595,0.007205674424767494
242,0.008829435333609581,0.0319976806640625,0.0021629855036735535,0.09150205602607259,0.09150205552577972,0.008487149141728878
243,0.018531929701566696,0.057193756103515625,0.006590375676751137,0.09380672451352068,0.09380671381950378,0.008863013237714767
244,0.015669245272874832,0.051944732666015625,0.004800289869308472,0.050877126840051995,0.05087711662054062,0.0035971717443317175
245,0.005113816820085049,0.01837921142578125,0.001259874552488327,0.04591187632787613,0.045911870896816254,0.003521215170621872
246,0.05686425417661667,0.19863128662109375,0.015123903751373291,0.09078141774917298,0.09078142046928406,0.008348993957042694
