Epoch,Total Loss,Physical Loss,Data Loss,Test Error Mean,Test Error Loss Function
48,0.01369339507073164,0.11227798461914062,9.328980377176777e-05,0.07290622411993235,0.00564770819619298
49,0.002182187745347619,0.0173492431640625,7.289413770195097e-05,0.07298723201911358,0.006044615060091019
50,0.00585638964548707,0.047740936279296875,3.066019417019561e-05,0.060961894818354026,0.004850753117352724
51,0.0015953114489093423,0.012889862060546875,1.6592981410212815e-05,0.0788430662774071,0.009776614606380463
52,0.012463252060115337,0.09955596923828125,0.00022512860596179962,0.07663528455668195,0.006405973806977272
53,0.0034643413964658976,0.028041839599609375,4.6339309847098775e-06,0.08792791859603943,0.008661500178277493
54,0.008358301594853401,0.06737136840820312,1.5963099940563552e-05,0.08343217604620819,0.007300486322492361
55,0.008818687871098518,0.06960296630859375,0.00016872878768481314,0.09078287991161649,0.008625111542642117
56,0.0005277496529743075,0.00363922119140625,7.384680793620646e-05,0.06850166174096745,0.007912347093224525
57,0.0022484990768134594,0.01739501953125,7.108061981853098e-05,0.0649012524347545,0.00453595444560051
58,0.0023604952730238438,0.018596649169921875,2.430292806820944e-05,0.08185714362602467,0.006925375200808048
59,0.0014968935865908861,0.0086669921875,0.00040421183803118765,0.07601728910716385,0.00965286884456873
60,0.018641622737050056,0.14493942260742188,0.00030338193755596876,0.08585672861795643,0.008525194600224495
61,0.0009246551780961454,0.00684356689453125,5.570673238253221e-05,0.08379377873011473,0.007040256634354591
62,0.0039486363530159,0.03052520751953125,5.9035999584011734e-05,0.07520113014457805,0.006085893139243126
63,0.0003778332029469311,0.00286102294921875,1.1988116966676898e-05,0.08731626835475624,0.007824075408279896
64,0.006925297901034355,0.053844451904296875,1.588737723068334e-05,0.06003608591847116,0.004122242331504822
65,0.009536436758935452,0.06760025024414062,0.0008314691367559135,0.08441535781347556,0.007556832395493984
66,0.008820696733891964,0.068023681640625,3.0622948543168604e-05,0.04750598046606325,0.0030997763387858868
67,0.0032958458177745342,0.025363922119140625,6.897585535625694e-06,0.07888833906436615,0.006269201636314392
68,0.003301239339634776,0.02518463134765625,2.4218250473495573e-05,0.08727627233258665,0.007853325456380844
69,0.0010431575356051326,0.007923126220703125,8.639539373689331e-06,0.08763342326144617,0.00789093878120184
70,0.0016467600362375379,0.011379241943359375,0.00015586332301609218,0.08265742527790203,0.007662008050829172
71,0.003208764595910907,0.0236053466796875,0.0001054041858878918,0.07231794575389827,0.005581258330494165
72,0.002348886802792549,0.01743316650390625,4.9136819143313915e-05,0.09056458613816087,0.008453244343400002
73,0.009047120809555054,0.06761932373046875,9.651064465288073e-05,0.06354919909544454,0.005343075841665268
74,0.0070860241539776325,0.05319976806640625,2.0180650608381256e-05,0.08264188167575785,0.006924556568264961
75,0.0021498864516615868,0.015625,6.759385723853484e-05,0.08462706290943985,0.0075002252124249935
76,0.002659274498000741,0.01985931396484375,3.7608863294735784e-06,0.04727945480299013,0.00391951110213995
77,0.0005562242586165667,0.0003662109375,0.0005070912302471697,0.04542313136457583,0.0037049995735287666
78,0.0027384916320443153,0.020328521728515625,1.959818746399833e-06,0.0900378956793205,0.00828502792865038
79,0.017928173765540123,0.13206100463867188,9.136187145486474e-05,0.08768164810661265,0.007871508598327637
80,0.009250873699784279,0.06732940673828125,0.00012676379992626607,0.048852284938469534,0.003777534933760762
81,0.005862152669578791,0.043056488037109375,8.01887745183194e-06,0.0825646377072172,0.008714303374290466
82,0.014298922382295132,0.10441207885742188,5.569592758547515e-05,0.05558731942713434,0.004348845221102238
83,0.01608853228390217,0.11687850952148438,9.21726314118132e-05,0.04257233011573376,0.002260147128254175
84,0.018849696964025497,0.1361846923828125,0.00014981295680627227,0.07005455151795409,0.005199713632464409
85,0.003059809096157551,0.0219268798828125,3.9113336242735386e-05,0.05396574936760223,0.0034357979893684387
86,0.006933948956429958,0.0499725341796875,2.7155663701705635e-05,0.08196478284478734,0.007068259175866842
87,0.003448382019996643,0.024738311767578125,1.8134400306735188e-05,0.07016871130533597,0.008002758026123047
88,0.007280881050974131,0.05225372314453125,1.1819106475741137e-05,0.06633434600703997,0.004875297658145428
89,0.0003066360077355057,0.002170562744140625,3.71130158782762e-06,0.08203257724906365,0.00821715034544468
90,0.0005028801970183849,0.00351715087890625,1.0443977771501523e-05,0.07073900428203184,0.007038886193186045
91,0.010728396475315094,0.0756683349609375,0.00010005755029851571,0.08377149213375815,0.007205910515040159
92,0.0029891040176153183,0.021083831787109375,1.820030593080446e-05,0.06775069104744603,0.007000408135354519
93,0.0028339263517409563,0.01999664306640625,7.22802087693708e-06,0.0869017031491822,0.0079201003536582
94,0.001928691752254963,0.013545989990234375,7.759361324133351e-06,0.07265841617336478,0.00763740623369813
95,0.006974687799811363,0.048919677734375,1.5485215044463985e-05,0.06190459836832488,0.0042389193549752235
96,0.00467512384057045,0.032558441162109375,2.879716885217931e-05,0.07315072441127186,0.005382079631090164
97,0.0030339194927364588,0.021175384521484375,2.5183187517541228e-06,0.09380869760075768,0.009013338945806026
98,0.007804622408002615,0.053863525390625,6.947571819182485e-05,0.0599175177479895,0.004670771770179272
99,0.004950109403580427,0.034252166748046875,1.5881016224739142e-05,0.08620010858923198,0.007983922958374023
100,0.008103594183921814,0.055957794189453125,1.73853895830689e-05,0.057031678443550234,0.004108937922865152
101,0.0011133775115013123,0.007617950439453125,9.11718871066114e-06,0.05170743226212533,0.0034915676806122065
102,0.01272721216082573,0.08701705932617188,7.453188300132751e-05,0.08445753434347741,0.007480564061552286
103,0.000713780929800123,0.0048065185546875,1.2730251000903081e-05,0.04714500394866201,0.003288465552031994
104,7.280100544448942e-05,0.000293731689453125,2.9826973332092166e-05,0.07739992873082889,0.0063585443422198296
105,0.002952433191239834,0.020053863525390625,9.463330570724793e-06,0.04988570506283154,0.003516934812068939
106,0.0043482170440256596,0.029438018798828125,1.4858156646369025e-05,0.06326203663512739,0.007541751489043236
107,0.0009438386186957359,0.005950927734375,6.517014116980135e-05,0.07730811329260336,0.006933774333447218
108,0.007656721863895655,0.051555633544921875,2.123462218150962e-05,0.04375824810265282,0.0029608439654111862
109,0.009425508789718151,0.063262939453125,2.7707645131158642e-05,0.0897323328231218,0.008315149694681168
110,0.00020896513888146728,0.0013580322265625,6.61697777104564e-06,0.0734373310529217,0.007768109906464815
111,0.003555616596713662,0.02332305908203125,6.997238961048424e-05,0.04880627081574203,0.003360158298164606
112,0.017111951485276222,0.11383438110351562,4.816744331037626e-05,0.0697743047856675,0.005494353361427784
113,0.00203353981487453,0.013179779052734375,5.196477650315501e-05,0.08392940136132865,0.008044393733143806
114,0.0028214165940880775,0.018512725830078125,2.9712538889725693e-05,0.05103091857758196,0.0033668121322989464
115,0.005520607344806194,0.036388397216796875,1.690792487352155e-05,0.08752260197245636,0.007848922163248062
116,0.0033466320019215345,0.0218048095703125,3.8879144995007664e-05,0.08609788910915178,0.0075968485325574875
117,0.003072498133406043,0.02008056640625,1.728300776449032e-05,0.052975794050933764,0.004494256339967251
118,0.004799957387149334,0.03130340576171875,2.3139218683354557e-05,0.0740535559656847,0.005620247684419155
119,0.013604274019598961,0.08847427368164062,6.355586810968816e-05,0.08979337432931017,0.008522408083081245
120,0.005204592365771532,0.03383636474609375,1.0828602171386592e-05,0.06231971065743566,0.007950875908136368
121,0.001911268220283091,0.0121917724609375,3.439287320361473e-05,0.047166310466627434,0.003169451840221882
122,0.0024569551460444927,0.015869140625,6.829445737821516e-06,0.06589708910916607,0.004585200920701027
123,0.00012806919403374195,0.00079345703125,5.206224614084931e-06,0.08753936040867952,0.0077247475273907185
124,0.005989593919366598,0.03847503662109375,1.4624671166529879e-05,0.07575450319513599,0.007143820635974407
125,0.003984133712947369,0.025531768798828125,7.70742553868331e-06,0.08214814894847708,0.007029381114989519
126,0.0018284361576661468,0.011692047119140625,2.2108697521616705e-06,0.05091022402309563,0.003718210384249687
127,0.002025810070335865,0.012866973876953125,1.0284164090990089e-05,0.07429806807537585,0.006174370180815458
128,0.003818666096776724,0.02419281005859375,1.814713323256001e-05,0.05157803902983035,0.00370542099699378
129,0.0021623035427182913,0.013706207275390625,2.9939824344182853e-06,0.07903938791713319,0.006303878501057625
130,0.008150837384164333,0.051513671875,1.2089185474906117e-05,0.08700867729048724,0.007820128463208675
131,0.0010942912194877863,0.006256103515625,0.0001030644925776869,0.09391770722370388,0.009361613541841507
132,0.003758134553208947,0.023624420166015625,4.424251073942287e-06,0.08449092246724274,0.008095215074717999
133,0.007347837556153536,0.0459442138671875,2.705569932004437e-05,0.06465022476616246,0.004731633700430393
134,0.004141101147979498,0.025844573974609375,1.1391401130822487e-05,0.040943587213424705,0.002938926685601473
135,0.002580562373623252,0.016010284423828125,1.5078388969413936e-05,0.044109837439038235,0.002947605215013027
136,0.00403478043153882,0.024318695068359375,0.00012702630192507058,0.07070906795300362,0.0053275832906365395
137,0.009176627732813358,0.056835174560546875,1.8272961824550293e-05,0.07761362610126528,0.006119446828961372
138,0.007454957813024521,0.044063568115234375,0.00033479538979008794,0.053178140093666774,0.0032304073683917522
139,0.0014041151152923703,0.00864410400390625,3.442034085310297e-06,0.06612660588441577,0.004542446695268154
140,0.0020074076019227505,0.012348175048828125,9.83449012892379e-07,0.06560395843639868,0.0047508468851447105
141,0.0040284437127411366,0.0246734619140625,8.221963071264327e-06,0.06873771138228295,0.005020571406930685
142,0.005362906027585268,0.032764434814453125,9.636041795602068e-06,0.062293574872050006,0.006485820282250643
143,0.011512265540659428,0.06998443603515625,4.6283726987894624e-05,0.06550441919946517,0.004816340282559395
144,0.01306961104273796,0.07933807373046875,3.549817483872175e-05,0.07857482233350997,0.006376614794135094
145,0.0011393161257728934,0.006900787353515625,2.513217168598203e-06,0.07691040268940799,0.006056528072804213
146,0.01093512587249279,0.06603240966796875,2.757438414846547e-05,0.08388259764196374,0.007119659800082445
147,0.016108330339193344,0.096923828125,5.441300891106948e-05,0.08550656747420834,0.007433765567839146
148,0.0006579210748896003,0.00385284423828125,1.8025619283434935e-05,0.09334526295078631,0.00878689531236887
149,0.007251329720020294,0.043243408203125,4.98551016789861e-05,0.06021906933843243,0.0038384473882615566
150,1.1027777873096056e-05,4.57763671875e-05,3.383901002962375e-06,0.07590703377754687,0.007738178130239248
151,0.0027726602274924517,0.016536712646484375,3.876212304021465e-06,0.0612180838465152,0.004030978307127953
152,0.0002685503859538585,0.00152587890625,1.2382589375192765e-05,0.07899968220953142,0.008569631725549698
153,0.0009217805345542729,0.005462646484375,2.244135430373717e-06,0.07895776230585816,0.0076807038858532906
154,0.00513251731172204,0.0303497314453125,1.0052616744360421e-05,0.06298656880910958,0.004346589092165232
155,0.00306591740809381,0.01808929443359375,4.652105417335406e-06,0.07949794268049395,0.006615340709686279
156,0.0009823880391195416,0.00574493408203125,7.585908861074131e-06,0.07361998759421576,0.005691172555088997
157,0.005950766149908304,0.034942626953125,5.981669346510898e-06,0.0680347372055023,0.004919655621051788
158,0.0012127695372328162,0.0070343017578125,1.2862351468356792e-05,0.0820566055970756,0.007156135980039835
159,0.017743058502674103,0.1032867431640625,7.803346670698375e-05,0.05507388853623485,0.003681338392198086
160,0.0026956391520798206,0.01566314697265625,9.745737770572305e-06,0.04580710913413707,0.0032502920366823673
161,0.0008907827432267368,0.0051116943359375,1.193896787299309e-05,0.08776408842201465,0.007838531397283077
162,0.0057501038536429405,0.033260345458984375,1.676476858847309e-05,0.06097029916564878,0.004294071812182665
163,0.002357255667448044,0.01360321044921875,6.251183549466077e-06,0.08959013589563856,0.008063076063990593
164,0.0019637204241007566,0.011322021484375,1.87765033388132e-06,0.06527578045852822,0.0076591698452830315
165,0.008203881792724133,0.047115325927734375,1.8712287783273496e-05,0.0652911655785898,0.006095935590565205
166,0.0005524544976651669,0.00316619873046875,9.792166792976786e-07,0.08217051037490775,0.00679932301864028
167,0.007068378385156393,0.040241241455078125,4.123623511986807e-05,0.08211937855912428,0.007405612617731094
168,0.0007246333407238126,0.004055023193359375,1.470046572649153e-05,0.0863933928978744,0.00823451392352581
169,0.0022494078148156404,0.012767791748046875,8.347909897565842e-06,0.07907434821151962,0.006370386574417353
170,0.0028745620511472225,0.0162506103515625,1.4876715795253403e-05,0.0492138053202502,0.0035697179846465588
171,0.0011463107075542212,0.006465911865234375,5.571441306528868e-06,0.06474897574311386,0.004839486442506313
172,0.00857946090400219,0.048313140869140625,3.416499384911731e-05,0.08349618445049742,0.008121421560645103
173,0.0018892891239374876,0.010616302490234375,6.778085662517697e-06,0.0863593058561933,0.007487024180591106
174,0.004908733069896698,0.027557373046875,9.797689017432276e-06,0.0705390824500443,0.005403079092502594
175,0.004540294874459505,0.025371551513671875,1.853193316492252e-05,0.08885382773846237,0.00922580249607563
176,0.006598945707082748,0.0365447998046875,6.943733751541004e-05,0.08373912394023998,0.008122498169541359
177,0.005610686726868153,0.031276702880859375,8.375905963475816e-06,0.056199457661599055,0.003545301966369152
178,0.016012150794267654,0.0888671875,5.4231488320510834e-05,0.0471046290276907,0.004032289143651724
179,0.00044566908036358654,0.00246429443359375,2.0468821730901254e-06,0.08597453912302572,0.007409414742141962
180,0.0008073676726780832,0.00440216064453125,1.2911810699733905e-05,0.046590875292696975,0.0033730403520166874
181,0.006177438888698816,0.0340576171875,1.5765837815706618e-05,0.07479341629796962,0.008827178739011288
182,0.0042776972986757755,0.02356719970703125,3.346694256833871e-06,0.07930777414616189,0.006396699696779251
183,0.0024897612165659666,0.0135650634765625,2.338589729333762e-05,0.05536396278213947,0.0038737114518880844
184,0.0032640239223837852,0.0178680419921875,7.256594926730031e-06,0.08086487072739068,0.006581458263099194
185,0.0027011812198907137,0.01445770263671875,5.950916965957731e-05,0.08233143328538302,0.006972252856940031
186,0.0030098301358520985,0.01641845703125,2.513326990083442e-06,0.07782868636275012,0.008413964882493019
187,0.0006940769380889833,0.003704071044921875,1.3948833839094732e-05,0.07692962544399035,0.006290269549936056
188,0.0004945191321894526,0.002651214599609375,6.520830993395066e-06,0.07776901982474438,0.007449308410286903
189,0.00021675412426702678,0.001155853271484375,3.481289013507194e-06,0.0663170937815295,0.007907211780548096
190,0.0007820613100193441,0.004222869873046875,9.780527534530847e-07,0.08342238883894797,0.006985310465097427
191,0.0019718902185559273,0.0105438232421875,1.6911661077756435e-05,0.052303840671524826,0.003473663702607155
192,0.011305873282253742,0.060291290283203125,9.988449892261997e-05,0.08958515802073114,0.008136853575706482
193,0.0020583707373589277,0.011028289794921875,3.649407744887867e-06,0.06355214693853625,0.004678661935031414
194,0.005487003829330206,0.029277801513671875,1.8987071598530747e-05,0.07581908878837393,0.007470934651792049
195,0.0033087937626987696,0.017620086669921875,1.0088250746775884e-05,0.062541763464787,0.004681137390434742
196,0.003996019717305899,0.02127838134765625,2.8687820758932503e-06,0.048251651040539356,0.0032702633179724216
197,0.0025996933691203594,0.013744354248046875,1.421675733581651e-05,0.058532722655373015,0.004111920483410358
198,0.002400596858933568,0.012722015380859375,1.7152116242868942e-06,0.0706685241752686,0.005494328681379557
199,0.0027272070292383432,0.014331817626953125,1.8335958884563297e-05,0.047049159565930435,0.0030742252711206675
200,0.0006827519973739982,0.003597259521484375,1.2132192068747827e-06,0.0879757916785611,0.007763843983411789
201,0.0029973152559250593,0.015773773193359375,1.7165494909932022e-06,0.07967680237139348,0.00644253846257925
202,0.0030557354912161827,0.0159759521484375,1.4559033843397629e-05,0.09489944860692483,0.009195804595947266
203,0.009200378321111202,0.0474395751953125,0.0001484715030528605,0.0743872109774482,0.00590185122564435
204,0.0036658290773630142,0.019100189208984375,1.2751017493428662e-05,0.0737535904747463,0.005664145573973656
205,0.0021421387791633606,0.0109100341796875,5.0594731874298304e-05,0.08896269992426253,0.008206939324736595
206,0.002966179046779871,0.01537322998046875,1.2092479664715938e-05,0.04593332392407251,0.003348185680806637
207,0.009632638655602932,0.0499267578125,1.6376750863855705e-05,0.06643268390981301,0.004891915246844292
208,0.0041571082547307014,0.021518707275390625,2.772321295196889e-06,0.08929076429097836,0.008055072277784348
209,0.0006208226550370455,0.002796173095703125,7.974499021656811e-05,0.058090031258369486,0.004102377220988274
210,0.003935265354812145,0.0202789306640625,2.044431312242523e-06,0.07844526939867122,0.008031805977225304
211,0.017762890085577965,0.09058761596679688,0.00015214926679618657,0.08590672876441255,0.007570279762148857
212,0.0010796022834256291,0.005519866943359375,4.027853719890118e-06,0.08532779408169769,0.007523702457547188
213,0.0017656453419476748,0.009021759033203125,3.653457270047511e-06,0.06751158686099734,0.004746867809444666
214,0.007468710653483868,0.038116455078125,7.252867362694815e-06,0.08452417251682598,0.007489544805139303
215,0.01102331094443798,0.056102752685546875,1.573702866153326e-05,0.06840866147585378,0.005517192184925079
216,0.001973251812160015,0.010021209716796875,2.5474093945376808e-06,0.04374836952128075,0.0029296288266777992
217,0.003828939516097307,0.019412994384765625,2.581918352007051e-06,0.09391609543673324,0.009022584185004234
218,0.0037948372773826122,0.01917266845703125,7.229943548736628e-06,0.05360639399809401,0.00359269673936069
219,0.001782296341843903,0.0089263916015625,1.4853014363325201e-05,0.08275212412529474,0.007208552677184343
220,0.004930881783366203,0.024814605712890625,6.384515927493339e-06,0.04793850942838611,0.0036206338554620743
221,0.014855180867016315,0.07442474365234375,5.201757085160352e-05,0.07934191643076993,0.007928336970508099
222,0.002215887187048793,0.011104583740234375,2.1811933947901707e-06,0.05305725063906418,0.003180956467986107
223,0.0012605313677340746,0.0063018798828125,1.4145107343210839e-06,0.06603929050238656,0.005048278719186783
224,0.0013899009209126234,0.006931304931640625,1.908917283799383e-06,0.08415113483084469,0.00815239455550909
225,0.015859395265579224,0.07874298095703125,5.573320959229022e-05,0.07129014684906211,0.0074182720854878426
226,0.006524510681629181,0.032398223876953125,7.6450924098026e-06,0.05477034037304684,0.0034604384563863277
227,0.0014039409579709172,0.0069427490234375,4.293846359360032e-06,0.07502644793276295,0.005980833899229765
228,0.0003224638639949262,0.001590728759765625,1.060369640981662e-06,0.08510177158492563,0.007416997104883194
229,0.022542698308825493,0.11106109619140625,5.3104311518836766e-05,0.09216271416308884,0.009010633453726768
230,0.0032232413068413734,0.015804290771484375,1.5807203453732654e-05,0.08483257888158288,0.00769646093249321
231,0.005195369478315115,0.0255126953125,6.17387740931008e-06,0.07992052829413175,0.00652136467397213
232,0.0034973821602761745,0.01702880859375,2.6125107979169115e-05,0.05205504257288368,0.0035954047925770283
233,0.002165459329262376,0.010585784912109375,2.828842070812243e-06,0.05061299874809416,0.003497770056128502
234,0.007229628041386604,0.03470611572265625,0.00012371600314509124,0.07685720710413227,0.006414754316210747
235,0.003771931864321232,0.01836395263671875,3.7442025586642558e-06,0.0838418971894399,0.008304010145366192
236,0.010277786292135715,0.049877166748046875,2.0827996195293963e-05,0.08713090324449174,0.007663579657673836
237,0.00816638395190239,0.039581298828125,8.919112588046119e-06,0.08477406814000424,0.007398396264761686
238,0.033707983791828156,0.16216659545898438,0.00021353464398998767,0.08642445916551977,0.008643899112939835
239,0.00196350971236825,0.009479522705078125,1.314868882218434e-06,0.08651406577920576,0.007646797690540552
240,0.006452128756791353,0.031040191650390625,1.3071854482404888e-05,0.044549196962964895,0.0035814670845866203
241,0.0036231388803571463,0.017345428466796875,1.7161240975838155e-05,0.056285100302127425,0.003711437340825796
242,0.00022212453768588603,0.00103759765625,5.949726983089931e-06,0.07208702746370031,0.00770634226500988
243,0.027227897197008133,0.1287841796875,0.000338891230057925,0.08721824019707589,0.008531353436410427
244,0.0037210951559245586,0.017719268798828125,1.3501776265911758e-05,0.07970042865435986,0.007848844863474369
245,0.017370101064443588,0.0826873779296875,3.135920633212663e-05,0.08439877530619423,0.007160533219575882
246,0.005922866519540548,0.028110504150390625,1.5729332517366856e-05,0.0889849169587658,0.008139053359627724
247,0.0022528525441884995,0.010692596435546875,1.1049788781747338e-06,0.07722579408514531,0.006305007264018059
248,0.006174709182232618,0.029209136962890625,1.0443462088005617e-05,0.07935630130745869,0.0063370708376169205
249,0.002505701733753085,0.011798858642578125,1.0378669685451314e-05,0.060962566441838964,0.004121686331927776
250,0.0009917151182889938,0.0046539306640625,5.369975951907691e-06,0.07856566100401938,0.007900115102529526
251,0.0014168141642585397,0.006622314453125,1.031659576256061e-05,0.0872805819491346,0.007755637634545565
252,0.0032529060263186693,0.015048980712890625,4.992381946067326e-05,0.04434544342262766,0.002702597761526704
253,0.0011376738548278809,0.00531768798828125,3.4816750940080965e-06,0.08844715940975947,0.008039060980081558
254,0.004398248624056578,0.020511627197265625,1.4169999303703662e-05,0.08880486982433411,0.00792755838483572
255,0.0008428340661339462,0.003910064697265625,5.353644155547954e-06,0.07504585911361558,0.007488116156309843
256,0.006553284358233213,0.030487060546875,9.683321877673734e-06,0.0762025439616092,0.007654885295778513
257,0.024266749620437622,0.112457275390625,7.888722757343203e-05,0.0720312749903416,0.008116546086966991
258,0.0029832497239112854,0.013835906982421875,1.1350218755978858e-06,0.09014699048550026,0.008517737500369549
259,0.003406110219657421,0.015758514404296875,2.5229298898921115e-06,0.04285824318809035,0.0029085795395076275
260,0.010158534161746502,0.04686737060546875,1.4862113857816439e-05,0.08329262912735787,0.007364916615188122
261,0.006179372314363718,0.028472900390625,4.0806326069287024e-06,0.08838946600891351,0.007933417335152626
262,0.002732482273131609,0.012561798095703125,2.3932091153255897e-06,0.08781380574770228,0.007750680670142174
263,0.0008123942534439266,0.003719329833984375,2.3903423880256014e-06,0.08230293286515258,0.006998203229159117
264,0.0005994532257318497,0.00273895263671875,1.7267491330130724e-06,0.04480238643734435,0.002881868276745081
265,0.015187019482254982,0.06922149658203125,4.95714666612912e-05,0.07280986459105533,0.005334716755896807
266,5.7435383496340364e-05,6.103515625e-05,4.406069638207555e-05,0.055864453628269514,0.003965661861002445
267,0.0058198184706270695,0.026432037353515625,1.5860237908782437e-05,0.08913265498278738,0.008110590279102325
268,0.005036717280745506,0.022876739501953125,3.1494719223701395e-06,0.08223542318612274,0.007797582074999809
269,0.0031378951389342546,0.01421356201171875,4.095626991329482e-06,0.04459370964466313,0.002976228017359972
270,0.0030088250059634447,0.0135955810546875,5.165883067093091e-06,0.06293566612193063,0.006934531964361668
271,0.0024325663689523935,0.01093292236328125,1.2251102816662751e-05,0.09447177174383724,0.009007644839584827
272,0.008667392656207085,0.038997650146484375,1.6615045751677826e-05,0.06807144314167105,0.0051490324549376965
273,6.494703848147765e-05,0.000148773193359375,3.187807305948809e-05,0.07165874189608851,0.00794239342212677
274,0.0053060902282595634,0.023777008056640625,1.0302514965587761e-05,0.07968323968614499,0.007825173437595367
275,0.011663146317005157,0.051967620849609375,6.517794099636376e-05,0.045531694121639085,0.003467803355306387
276,0.019841711968183517,0.08833694458007812,8.723993960302323e-05,0.05755247872147495,0.003790734801441431
277,0.0010078903287649155,0.00449371337890625,9.572597718943143e-07,0.05595674349340955,0.003600053023546934
278,0.005322975572198629,0.02362060546875,1.954763865796849e-05,0.0964398814671824,0.009459746070206165
279,0.003061833791434765,0.013530731201171875,1.775726195774041e-05,0.06575421912489175,0.005060045048594475
280,0.0017097084783017635,0.00757598876953125,1.8944693920275313e-06,0.06437062492493188,0.007035321556031704
